rank	score	disease_name	disease_identifier
1532	0.5378	Non-specific early-onset epileptic encephalopathy	ORPHA:442835
1532	0.5378	Non-specific early-onset epileptic encephalopathy	ORPHA:442835
1532	0.5378	Non-specific early-onset epileptic encephalopathy	ORPHA:442835
1532	0.5378	Non-specific early-onset epileptic encephalopathy	ORPHA:442835
1532	0.5378	Non-specific early-onset epileptic encephalopathy	ORPHA:442835
1532	0.5378	Non-specific early-onset epileptic encephalopathy	ORPHA:442835
1532	0.5378	Non-specific early-onset epileptic encephalopathy	ORPHA:442835
1532	0.5378	Non-specific early-onset epileptic encephalopathy	ORPHA:442835
1532	0.5378	Non-specific early-onset epileptic encephalopathy	ORPHA:442835
1532	0.5378	Non-specific early-onset epileptic encephalopathy	ORPHA:442835
1532	0.5378	Non-specific early-onset epileptic encephalopathy	ORPHA:442835
1532	0.5378	Non-specific early-onset epileptic encephalopathy	ORPHA:442835
1532	0.5378	Non-specific early-onset epileptic encephalopathy	ORPHA:442835
1532	0.5378	Non-specific early-onset epileptic encephalopathy	ORPHA:442835
1532	0.5378	Non-specific early-onset epileptic encephalopathy	ORPHA:442835
1532	0.5378	Non-specific early-onset epileptic encephalopathy	ORPHA:442835
1532	0.5378	Non-specific early-onset epileptic encephalopathy	ORPHA:442835
1586	0.5377	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)	OMIM:256810
1586	0.5377	Auriculocondylar syndrome 2A	OMIM:614669
1588	0.5374	Ehlers-Danlos syndrome, arthrochalasia type, 1	OMIM:130060
1588	0.5374	Encephalopathy, lethal, due to defective mitochondrial peroxisomal fission 1	OMIM:614388
1590	0.5373	Neurodegeneration, early-onset, with choreoathetoid movements and microcytic anemia	OMIM:618451
1590	0.5373	Ichthyosis, spastic quadriplegia, and impaired intellectual development	OMIM:614457
1590	0.5373	Rigidity and multifocal seizure syndrome, lethal neonatal	OMIM:614498
1590	0.5373	Developmental and epileptic encephalopathy 106	OMIM:620028
1594	0.5371	Meier-Gorlin syndrome 1	OMIM:224690
1595	0.5369	Immunodeficiency 23	OMIM:615816
1595	0.5369	?Short-rib thoracic dysplasia 20 with polydactyly	OMIM:617925
1595	0.5369	Neurodevelopmental disorder with dysmorphic facies and ischiopubic hypoplasia	OMIM:620210
1595	0.5369	Lowe syndrome	OMIM:309000
1599	0.5368	Continuous spikes and waves during sleep	ORPHA:725
1599	0.5368	Continuous spikes and waves during sleep	ORPHA:725
1599	0.5368	Neurodevelopmental disorder with microcephaly and spastic paraplegia	OMIM:616281
1599	0.5368	?Mitochondrial DNA depletion syndrome 17	OMIM:618567
1599	0.5368	Intellectual developmental disorder, X-linked 30	OMIM:300558
1599	0.5368	Epilepsy, idiopathic generalized, susceptibility to, 15	OMIM:618357
1605	0.5366	DPM1-CDG	ORPHA:79322
1606	0.5365	Rod-cone dystrophy, sensorineural deafness, and Fanconi-type renal dysfunction	OMIM:268315
1606	0.5365	Neuroocular syndrome	OMIM:619539
1608	0.5362	Developmental and epileptic encephalopathy 32	OMIM:616366
1609	0.5359	Cortical dysplasia, complex, with other brain malformations 9	OMIM:618174
1610	0.5357	Lafora disease	ORPHA:501
1610	0.5357	Lafora disease	ORPHA:501
1612	0.5356	Alstrom syndrome	OMIM:203800
1613	0.5355	Classic pantothenate kinase-associated neurodegeneration	ORPHA:216866
1614	0.5353	Congenital disorder of glycosylation, type IIm	OMIM:300896
1614	0.5353	WARS2-related combined oxidative phosphorylation defect	ORPHA:572798
1614	0.5353	Neurodevelopmental disorder, mitochondrial, with abnormal movements and lactic acidosis, with or without seizures	OMIM:617710
1614	0.5353	Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy	OMIM:617186
1618	0.5352	Intellectual developmental disorder, autosomal dominant 5	OMIM:612621
1618	0.5352	Developmental and epileptic encephalopathy 30	OMIM:616341
1618	0.5352	Lissencephaly 3	OMIM:611603
1618	0.5352	Developmental and epileptic encephalopathy 37	OMIM:616981
1622	0.5349	Jaberi-Elahi syndrome	OMIM:617988
1623	0.5348	Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation	ORPHA:289266
1623	0.5348	Mitochondrial DNA depletion syndrome 7 (hepatocerebral type)	OMIM:271245
1625	0.5344	Camurati-Engelmann disease	OMIM:131300
1625	0.5344	Leukodystrophy, hypomyelinating, 2	OMIM:608804
1627	0.5341	Greenberg skeletal dysplasia	OMIM:215140
1628	0.5339	Cataracts, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, and skeletal dysplasia	OMIM:616007
1629	0.5337	Schimke immuno-osseous dysplasia	ORPHA:1830
1630	0.5335	Developmental and epileptic encephalopathy 90	OMIM:301058
1631	0.5331	Congenital disorder of glycosylation, type Ij	OMIM:608093
1631	0.5331	Pontocerebellar hypoplasia type 2	ORPHA:2524
1631	0.5331	Pontocerebellar hypoplasia type 2	ORPHA:2524
1631	0.5331	Pontocerebellar hypoplasia type 2	ORPHA:2524
1631	0.5331	Pontocerebellar hypoplasia type 2	ORPHA:2524
1631	0.5331	Pontocerebellar hypoplasia type 2	ORPHA:2524
1631	0.5331	Combined oxidative phosphorylation deficiency 15	OMIM:614947
1631	0.5331	Rhizomelic chondrodysplasia punctata, type 1	OMIM:215100
1639	0.5329	Peroxisome biogenesis disorder 6A (Zellweger)	OMIM:614870
1639	0.5329	Peroxisome biogenesis disorder 8A (Zellweger)	OMIM:614876
1639	0.5329	Peroxisome biogenesis disorder 10A (Zellweger)	OMIM:614882
1639	0.5329	Ramon syndrome	ORPHA:3019
1643	0.5327	Osteogenesis imperfecta, type XIV	OMIM:615066
1644	0.5326	Myoclonic-atonic epilepsy	OMIM:616421
1645	0.5325	Intellectual developmental disorder, autosomal dominant 71, with behavioral abnormalities	OMIM:620330
1646	0.5324	Xeroderma pigmentosum-Cockayne syndrome complex	ORPHA:220295
1646	0.5324	Xeroderma pigmentosum-Cockayne syndrome complex	ORPHA:220295
1646	0.5324	15q24 microdeletion syndrome	ORPHA:94065
1646	0.5324	Xeroderma pigmentosum-Cockayne syndrome complex	ORPHA:220295
1646	0.5324	Xeroderma pigmentosum-Cockayne syndrome complex	ORPHA:220295
1646	0.5324	Bardet-Biedl syndrome 1, modifier of	OMIM:209900
1646	0.5324	Neurodevelopmental disorder with cerebellar atrophy and with or without seizures	OMIM:618056
1646	0.5324	Bardet-Biedl syndrome 1	OMIM:209900
1646	0.5324	Bardet-Biedl syndrome 1, modifier of	OMIM:209900
1646	0.5324	Bardet-Biedl syndrome 1	OMIM:209900
1646	0.5324	Short stature, hearing loss, retinitis pigmentosa, and distinctive facies	OMIM:617763
1646	0.5324	Mitochondrial complex III deficiency, nuclear type 2	OMIM:615157
1658	0.5322	Generalized epilepsy with febrile seizures plus, type 10	OMIM:618482
1659	0.532	Immunodysregulation, polyendocrinopathy, and enteropathy, X-linked	OMIM:304790
1660	0.5319	Developmental and epileptic encephalopathy 4	OMIM:612164
1661	0.5315	?Meier-Gorlin syndrome 5	OMIM:613805
1662	0.5314	3C syndrome	ORPHA:7
1662	0.5314	3C syndrome	ORPHA:7
1662	0.5314	3C syndrome	ORPHA:7
1662	0.5314	3C syndrome	ORPHA:7
1666	0.5313	Knobloch syndrome, type 1	OMIM:267750
1667	0.5312	Stomatin-deficient cryohydrocytosis with neurologic defects	OMIM:608885
1667	0.5312	Short stature with microcephaly and distinctive facies	OMIM:615789
1669	0.531	Melnick-Needles syndrome	OMIM:309350
1670	0.5308	Hyper-IgE recurrent infection syndrome	OMIM:147060
1670	0.5308	Spondyloepimetaphyseal dysplasia, X-linked, with hypomyelinating leukodystrophy	OMIM:300232
1672	0.5307	Landau-Kleffner syndrome	ORPHA:98818
1673	0.5305	Cornelia de Lange syndrome 1	OMIM:122470
1673	0.5305	Progressive epilepsy-intellectual disability syndrome, Finnish type	ORPHA:1947
1673	0.5305	Combined malonic and methylmalonic acidemia	ORPHA:289504
1676	0.5304	Peroxisome biogenesis disorder 3B	OMIM:266510
1677	0.5303	Cortical dysplasia, complex, with other brain malformations 10	OMIM:618677
1677	0.5303	Developmental and epileptic encephalopathy 55	OMIM:617599
1677	0.5303	Neurofibromatosis type 1 due to NF1 mutation or intragenic deletion	ORPHA:363700
1677	0.5303	Sialuria	ORPHA:3166
1677	0.5303	Developmental delay, behavioral abnormalities, and neuropsychiatric disorders	OMIM:620065
1677	0.5303	Intellectual developmental disorder with dysmorphic facies and ptosis	OMIM:617333
1677	0.5303	Neurodevelopmental disorder with variable motor and speech impairment	OMIM:617804
1677	0.5303	CK syndrome	OMIM:300831
1677	0.5303	CK syndrome	ORPHA:251383
1677	0.5303	Cerebral creatine deficiency syndrome 1	OMIM:300352
1677	0.5303	Neurodevelopmental-craniofacial syndrome with variable renal and cardiac abnormalities	OMIM:619522
1688	0.5301	Parietal foramina 1	OMIM:168500
1689	0.53	Severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome	ORPHA:363686
1690	0.5296	Hypoxanthine guanine phosphoribosyltransferase partial deficiency	ORPHA:79233
1690	0.5296	15q11q13 microduplication syndrome	ORPHA:238446
1690	0.5296	Micro syndrome	ORPHA:2510
1690	0.5296	Early myoclonic encephalopathy	ORPHA:1935
1690	0.5296	Early myoclonic encephalopathy	ORPHA:1935
1690	0.5296	X-linked creatine transporter deficiency	ORPHA:52503
1690	0.5296	Micro syndrome	ORPHA:2510
1690	0.5296	Micro syndrome	ORPHA:2510
1690	0.5296	Micro syndrome	ORPHA:2510
1690	0.5296	2,4-dienoyl-CoA reductase deficiency	OMIM:616034
1700	0.5294	Hypotonia, infantile, with psychomotor retardation and characteristic facies 3	OMIM:616900
1700	0.5294	Developmental and epileptic encephalopathy 75	OMIM:618437
1700	0.5294	Hereditary methemoglobinemia	ORPHA:621
1700	0.5294	Hereditary methemoglobinemia	ORPHA:621
1700	0.5294	Adams-Oliver syndrome 2	OMIM:614219
1700	0.5294	Neurodevelopmental disorder with microcephaly and structural brain anomalies	OMIM:618492
1700	0.5294	?Combined oxidative phosphorylation deficiency 29	OMIM:616811
1707	0.5293	Cole-Carpenter syndrome	ORPHA:2050
1707	0.5293	Cole-Carpenter syndrome	ORPHA:2050
1707	0.5293	Cole-Carpenter syndrome	ORPHA:2050
1710	0.5292	Succinic semialdehyde dehydrogenase deficiency	ORPHA:22
1710	0.5292	?Epilepsy, progressive myoclonic, 9	OMIM:616540
1712	0.529	STAG1-related intellectual disability-facial dysmorphism-gastroesophageal reflux syndrome	ORPHA:502434
1713	0.5289	Adult-onset dystonia-parkinsonism	ORPHA:199351
1714	0.5287	Cerebrooculofacioskeletal syndrome 4	OMIM:610758
1715	0.5286	Cockayne syndrome type 1	ORPHA:90321
1715	0.5286	Cockayne syndrome type 1	ORPHA:90321
1715	0.5286	Cockayne syndrome type 1	ORPHA:90321
1715	0.5286	Microphthalmia, Lenz type	ORPHA:568
1715	0.5286	Coenzyme Q10 deficiency, primary, 4	OMIM:612016
1715	0.5286	Paroxysmal nonkinesigenic dyskinesia, 3, with or without generalized epilepsy	OMIM:609446
1715	0.5286	L-2-hydroxyglutaric aciduria	OMIM:236792
1715	0.5286	Cockayne syndrome type 1	ORPHA:90321
1715	0.5286	Microphthalmia, Lenz type	ORPHA:568
1715	0.5286	Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome	ORPHA:137898
1715	0.5286	Krabbe disease	OMIM:245200
1726	0.5285	Amyloidosis, hereditary, transthyretin-related	OMIM:105210
1727	0.5281	Neurodevelopmental disorder with involuntary movements	OMIM:617493
1727	0.5281	Spinocerebellar ataxia, autosomal recessive 13	OMIM:614831
1729	0.5276	Autosomal dominant palmoplantar keratoderma and congenital alopecia	ORPHA:1010
1730	0.5275	Charcot-Marie-Tooth disease type 1E	ORPHA:90658
1731	0.5274	Lysyl hydroxylase 3 deficiency	OMIM:612394
1732	0.5272	Mevalonic aciduria	OMIM:610377
1733	0.527	Developmental and epileptic encephalopathy 48	OMIM:617276
1733	0.527	Classic glucose transporter type 1 deficiency syndrome	ORPHA:71277
1733	0.527	Combined oxidative phosphorylation deficiency 6	OMIM:300816
1733	0.527	Mitochondrial trifunctional protein deficiency 2	OMIM:620300
1733	0.527	Myopathy with extrapyramidal signs	OMIM:615673
1733	0.527	Polymicrogyria due to TUBB2B mutation	ORPHA:300573
1733	0.527	Developmental and epileptic encephalopathy 46	OMIM:617162
1733	0.527	Developmental and epileptic encephalopathy 28	OMIM:616211
1733	0.527	Intellectual developmental disorder, X-linked syndromic, Hedera type	OMIM:300423
1733	0.527	Developmental and epileptic encephalopathy 50	OMIM:616457
1733	0.527	Congenital disorder of glycosylation, type IIh	OMIM:611182
1733	0.527	Intellectual developmental disorder with short stature and behavioral abnormalities	OMIM:618687
1733	0.527	Developmental and epileptic encephalopathy 35	OMIM:616647
1733	0.527	Microcephaly-lymphedema-chorioretinopathy syndrome	ORPHA:2526
1733	0.527	Mitochondrial complex I deficiency, nuclear type 33	OMIM:618253
1733	0.527	Encephalopathy, acute, infection-induced, susceptibility to, 9	OMIM:618426
1733	0.527	Pyridoxal phosphate-responsive seizures	ORPHA:79096
1733	0.527	Hyperprolinemia, type I	OMIM:239500
1733	0.527	Spastic tetraplegia, thin corpus callosum, and progressive microcephaly	OMIM:616657
1733	0.527	Combined oxidative phosphorylation deficiency 3	OMIM:610505
1733	0.527	Beta-ureidopropionase deficiency	OMIM:613161
1733	0.527	Neurodevelopmental disorder with microcephaly and speech delay, with or without brain abnormalities	OMIM:620317
1755	0.5268	Achondroplasia	ORPHA:15
1755	0.5268	Neurocardiofaciodigital syndrome	OMIM:619869
1757	0.5267	Juvenile Paget disease	ORPHA:2801
1757	0.5267	Neurodevelopmental disorder with epilepsy and hypoplasia of the corpus callosum	OMIM:618090
1757	0.5267	Neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities, autosomal recessive	OMIM:619091
1757	0.5267	Neurodevelopmental disorder with microcephaly, impaired language, epilepsy, and gait abnormalities, autosomal dominant	OMIM:619092
1757	0.5267	Juvenile Paget disease	ORPHA:2801
1757	0.5267	Sclerosteosis 2	OMIM:614305
1763	0.5266	Loeys-Dietz syndrome 3	OMIM:613795
1764	0.5265	Crouzon syndrome with acanthosis nigricans	OMIM:612247
1764	0.5265	Craniosynostosis with radiohumeral fusions and other skeletal and craniofacial anomalies	OMIM:614416
1766	0.5262	Peroxisome biogenesis disorder 7A (Zellweger)	OMIM:614872
1767	0.5261	CDKL5-deficiency disorder	ORPHA:505652
1768	0.526	Neurodevelopmental disorder with dysmorphic features, spasticity, and brain abnormalities	OMIM:615802
1768	0.526	Camurati-Engelmann disease	ORPHA:1328
1770	0.5259	Developmental and epileptic encephalopathy 70	OMIM:618298
1771	0.5258	Hyper-IgE recurrent infection syndrome 4B, autosomal recessive	OMIM:618523
1772	0.5257	Piebaldism	ORPHA:2884
1772	0.5257	Piebaldism	ORPHA:2884
1774	0.5255	Generalized epilepsy with febrile seizures-plus	ORPHA:36387
1774	0.5255	Generalized epilepsy with febrile seizures-plus	ORPHA:36387
1774	0.5255	Generalized epilepsy with febrile seizures-plus	ORPHA:36387
1774	0.5255	Lesch-Nyhan syndrome	OMIM:300322
1774	0.5255	Generalized epilepsy with febrile seizures-plus	ORPHA:36387
1774	0.5255	Generalized epilepsy with febrile seizures-plus	ORPHA:36387
1774	0.5255	Generalized epilepsy with febrile seizures-plus	ORPHA:36387
1774	0.5255	Generalized epilepsy with febrile seizures-plus	ORPHA:36387
1774	0.5255	Generalized epilepsy with febrile seizures-plus	ORPHA:36387
1774	0.5255	Generalized epilepsy with febrile seizures-plus	ORPHA:36387
1784	0.5254	Lathosterolosis	OMIM:607330
1784	0.5254	Combined oxidative phosphorylation deficiency 53	OMIM:619423
1784	0.5254	Combined immunodeficiency with facio-oculo-skeletal anomalies	ORPHA:221139
1784	0.5254	Combined immunodeficiency with facio-oculo-skeletal anomalies	ORPHA:221139
1788	0.5253	Hypotonia, hypoventilation, impaired intellectual development, dysautonomia, epilepsy, and eye abnormalities	OMIM:618493
1789	0.5252	Spondyloenchondrodysplasia	ORPHA:1855
1790	0.525	Cockayne syndrome, type B	OMIM:133540
1790	0.525	Cockayne syndrome, type B	OMIM:133540
1790	0.525	Hyperimmunoglobulinemia D with periodic fever	ORPHA:343
1793	0.5248	Trigonocephaly 2	OMIM:614485
1793	0.5248	Isolated succinate-CoQ reductase deficiency	ORPHA:3208
1793	0.5248	Isolated succinate-CoQ reductase deficiency	ORPHA:3208
1793	0.5248	Isolated succinate-CoQ reductase deficiency	ORPHA:3208
1793	0.5248	Isolated succinate-CoQ reductase deficiency	ORPHA:3208
1798	0.5246	Seizures, benign neonatal, 1	OMIM:121200
1799	0.5244	Dravet syndrome	ORPHA:33069
1799	0.5244	Dravet syndrome	ORPHA:33069
1799	0.5244	Dravet syndrome	ORPHA:33069
1799	0.5244	Dravet syndrome	ORPHA:33069
1799	0.5244	Menkes disease	ORPHA:565
1799	0.5244	Dravet syndrome	ORPHA:33069
1799	0.5244	Dravet syndrome	ORPHA:33069
1799	0.5244	Dravet syndrome	ORPHA:33069
1807	0.5243	Craniofacial dysmorphism, skeletal anomalies, and impaired intellectual development 1	OMIM:213980
1807	0.5243	Metaphyseal chondrodysplasia, Murk Jansen type	OMIM:156400
1809	0.5241	Hogue-Janssens syndrome 1	OMIM:616355
1809	0.5241	GM2-gangliosidosis, AB variant	OMIM:272750
1809	0.5241	Intellectual developmental disorder, X-linked syndromic, Claes-Jensen type	OMIM:300534
1809	0.5241	Cortical dysplasia, complex, with other brain malformations 2	OMIM:615282
1809	0.5241	Encephalopathy due to defective mitochondrial and peroxisomal fission 2	OMIM:617086
1809	0.5241	Mitochondrial complex I deficiency, nuclear type 4	OMIM:618225
1815	0.5236	Facial dysmorphism, hypertrichosis, epilepsy, intellectual/developmental delay, and gingival overgrowth syndrome	OMIM:618381
1815	0.5236	Spastic paraplegia, intellectual disability, nystagmus, and obesity	OMIM:617296
1817	0.5234	Roberts-SC phocomelia syndrome	OMIM:268300
1817	0.5234	Autosomal spastic paraplegia type 18	ORPHA:209951
1819	0.5233	Otopalatodigital syndrome type 1	ORPHA:90650
1820	0.5232	Acrodysostosis	ORPHA:950
1820	0.5232	Congenital contractures of the limbs and face, hypotonia, and developmental delay	OMIM:616266
1820	0.5232	Alacrima, achalasia, and impaired intellectual development syndrome	OMIM:615510
1820	0.5232	Acrodysostosis	ORPHA:950
1820	0.5232	Neurodevelopmental disorder with motor and speech delay and behavioral abnormalities	OMIM:619470
1825	0.5229	Marfan lipodystrophy syndrome	OMIM:616914
1826	0.5227	Van den Ende-Gupta syndrome	OMIM:600920
1827	0.5225	Keppen-Lubinsky syndrome	ORPHA:435628
1828	0.5223	?Roifman-Chitayat syndrome, digenic	OMIM:613328
1828	0.5223	?Roifman-Chitayat syndrome, digenic	OMIM:613328
1830	0.5221	Greenberg dysplasia	ORPHA:1426
1831	0.522	Larsen syndrome	OMIM:150250
1831	0.522	RNF13-related severe early-onset epileptic encephalopathy	ORPHA:544503
1831	0.522	Mitochondrial complex I deficiency, nuclear type 15	OMIM:618237
1834	0.5218	Campomelic dysplasia	ORPHA:140
1835	0.5217	Keppen-Lubinsky syndrome	OMIM:614098
1835	0.5217	Lopes-Maciel-Rodan syndrome	OMIM:617435
1835	0.5217	Hyperekplexia 4	OMIM:618011
1835	0.5217	Raynaud-Claes syndrome	OMIM:300114
1835	0.5217	Developmental and epileptic encephalopathy 87	OMIM:618916
1835	0.5217	Intellectual developmental disorder, X-linked syndromic, Houge type	OMIM:301008
